ID,Name,Nonprofit_Commercial,Description
457,Vector Space,N,"Structure 

Vector Space is a non-profit community makerspace. Our founders and staff are passionate about making, and teaching others to make. We believe the most rewarding things in life are hands-on experiences shared with others. 

Mission 

Vector Space is a makerspace and community workshop with the mission to build an open and collaborative community that fosters innovation, creativity, and the pursuit of science based knowledge. "
462,Workshop 88,N,"Workshop 88 is a hackerspace (also known as a makerspace) located in Chicago’s western suburbs. Focused on science, technology, mechanics, culture and the digital arts we offer a space where people with diverse backgrounds can socialize, collaborate, learn and make. Through shared resources, knowledge and ideas we strive to create a space that promotes an inclusive community dedicated to creativity and learning. "
465,Xerocraft,N,"Xerocraft is a 501(c)3 non-profit organization ran by volunteers for the benefit of the entire Tucson community.  

Xerocraft is a makerspace, also often called a hackerspace. We are a collection of scientists, engineers, tradesmen, artists, or any other hobby enthusiast, but we almost all share one thing in common: curiosity. We come together to learn from each other all manner of skills and ideas to use towards our own personal hobbies or community projects.  

From Wikipedia:  

""A hackerspace (also referred to as a hacklab, makerspace, or hackspace) is a community-operated workspace where people with common interests, often in computers, technology, science, digital art or electronic art, can meet, socialise and/or collaborate."" 

Here at Xerocraft, we expand this to include interests that encompass a wide variety of hobbies and arts, as well as technology and the sciences; often in conjunction. 

What we do 

We collaborate, hypothesize, learn, teach, create, and socialize. We attempt to hold frequent workshops teaching anything from basic Arduino programming, to how to extract DNA, to how to use a welder or 3D-printer, to how to build a coffee table. We are always open to suggestions for workshops, and don't mind helping total strangers with answering questions, or showing how to use an unfamiliar piece of equipment.  

If you're interested in forwarding your projects, then explore our various shops to see what we have to offer.  

If you're interested in learning a new skill or trade, then explore our classes and find what works best for you. "
474,Makerspace CT,N,"Community Workshop & Skills Development Center in Hartford, Connecticut 

McEIVR, Inc. dba MakerspaceCT’s (hereinafter,”MakerspaceCT”) mission is to positively impact lives by enabling access, innovation, and education.  Our vision uses making as a vehicle to lift up individuals and communities. 

MakerspaceCT is a skills development center for makers, manufacturers, entrepreneurs, members and students. Since 2019, we have offered our community unparalleled support and resources to learn and create. The 28,000 square foot workshop in the iconic G. Fox Building in downtown Hartford is a place for residents, students, hobbyists, aspiring innovators, manufacturers, and entrepreneurs to access the tools, technology, resources and educational opportunities they need to succeed in the state’s manufacturing and technology workforce.  

The ten individual workshops we provide are equipped with cutting-edge hardware and software, offering virtual reality equipment and programming to support education-to-career pathways. Our professional and instructional staff are versed in digital fabrication and design processes, making us uniquely suited to provide innovative, outcomes-based programs. We have meaningful collaborations with schools and universities in the STEM disciplines and connect program graduates with local manufacturers. 

MakerspaceCT is committed to providing accessible programming that reflects the community and times in which we operate. As the effects of the coronavirus pandemic continue to devastate America’s health, economy, and workforce, a comprehensive recovery will be slower for marginalized students who are less likely to receive the tailored education and training required to secure and sustain successful careers in the technology and manufacturing sectors. The remedy lies in our work on-the-ground to address the systemic gaps through a content rich, curriculum-based instruction that fosters academic mastery across a range of technology and manufacturing subjects, with cross-cutting skills, critical thinking, and collaboration. "
476,It Begins in Brockport,N,"Welcome to It Begins In Brockport! 

It Begins in Brockport (IBiB) is a makerspace located in Hart Gallery 27 in Brockport, NY. Operated by Brockport Original Builds, IBiB’s mission is to empower community innovation and learning through accessible digital fabrication. 

IBiB members have access to a growing collection of tools of digital fabrication, mentorship by other members, and workshops and events held by IBiB. 

IBiB’s workshops in digital literacy and fabrication are open to all members of our community. These stand-alone events provide insight and hands-on opportunities for making using digital tools. A special focus of our workshops is intergenerational making as we believe when people of all ages come together and share their strengths and creative ideas, we generate a stronger community with greater power to learn and innovate. 

It Begins in Brockport (IBiB) is a makerspace created and managed by the nonprofit organization Brockport Original Builds. IBiB offers the community a wide variety of ways to participate in creating physical objects from innovative ideas and digital designs. These include: 

Monthly open houses to meet IBiB’s members and get a tour of its facility, equipment, and projects. 

Free public events that allow people to get hands-on with making. 

Paid workshops where people learn, create, and take their creations with them. 

Monthly memberships that allow members to use IBiB’s equipment for their own projects, with training, mentoring, and basic supplies provided. 

Opportunities to support IBiB financially without becoming active members. "
480,BARN,N,"The next time you want to make something, repair something, or find a new creative outlet, come to BARN. You’ll find a vibrant community of artisans and makers eager to help you get started. You’ll also find 10 well-equipped studios. These community workspaces offer online and in-person classes and the tools you need to explore everything from 3D printing and jewelry making to weaving, woodworking, and more. Come see for yourself! 

BARN envisions a world where people recognize and value their own creativity and their capacity to contribute to their communities. 

Our Mission 

To grow and inspire a creative community through craft, learning, and service. 

To accomplish that mission, BARN 

Maintains a well-equipped facility with a variety of craft studios 

Offers access to all studios for members as well as the public 

Offers classes and events that increase the ability of participants to learn and expand their skills 

Supports other non-profit organizations through community service using our core competencies 

Our Values 

The core values that guide BARN’s mission and actions are: 

INCLUSIVITY 

It is essential to provide a safe and welcoming space for all within the BARN community. 

CRAFT 

Hands-on creativity and innovation bring joy, serve needs, and inspire action. 

VOLUNTEERISM & SERVICE 

Participants apply their skills to solve problems, share knowledge, and respond to needs at BARN and in the community at large. 

STEWARDSHIP 

Honesty and care form the basis of relationships and activities at BARN. 

History 

The idea for BARN took shape in 2012 as a group of woodworkers, fiber artists, and other community members came together around a common goal of finding a home for makers and artisans. They envisioned an active community place where people of all skill levels could pursue their interests and learn from each other in a regional center for hands-on creativity. With the dedicated work of a founding board, numerous other committed volunteers, and generous donors, land was purchased in late 2012. 

Youth 

BARN strives to provides an empowering environment where youth can explore new creative outlets. Unless otherwise specified, all BARN classes are open to ages 14 and up. We also have programs specifically for youth, such as Teen Nights, Summer at BARN, and Maker Monday after-school classes. Ages are noted in the activity description. 

Diversity, Equity, and Inclusion 

We are here to learn from unique abilities and perspectives as much as we are here to teach. 

Our center is enriched by such inclusion because in doing so, we are a catalyst for exponential learning growth, dynamic collaborative results, and overall community wellness. We seek to support individuals in accessing BARN classes, workshops, and open studio hours in as varied capacities as possible and within consideration of the safety of all students, volunteers, and staff. "
484,Kentucky Movers and Makers,N,"Kentucky Movers and Makers non-profit community Maker Space is here to serve Western Kentucky's creative community with over 7,000 sq. ft. of 

air conditioned workspace. Our community space offers membership access to hands-on learning, and equipment that we maintain. 

A Maker Space is a community workspace where you go to exercise your creativity, and make things. You can bulk up your knowledge, and learn skills to work on your own creative designs. You can do everything from wood working, metal working, welding, create something with a 3D printer, laser printer or many things in our textile area.  Entrepreneurs can use the workspace to build their business, and hobbyist can use the space to make! 

Kentucky Movers and Makers is helping to anchor the economic and cultural revitalization of Hopkins County, Kentucky. We are inspired by the Maker Movement that has taken hold nationwide as a vehicle for enhancing entrepreneurship, job development, community development, science and the arts. "
485,Key City Creative Center,N,"OUR MISSION: 

The mission of Key City Creative Center is to provide tools and space for makers, artists, and entrepreneurs to freely collaborate, learn, create and inspire. "
487,LaunchSpace,N,"Mission Statement  

“Benefitting people and enterprises through collaboration” 

The mission of LaunchSpace, Inc. (LSI) is to support innovative economic development in post-industrial, semi-rural communities by providing opportunities to explore and develop hands-on skills in support of enhanced personal satisfaction, increased employment value, and business incubation to benefit individuals, schools, businesses and the broader community.  

Vision Statement 

LaunchSpace, Inc., a 501(c)(3) non-profit corporation committed to innovative economic development in post-industrial, semi-rural communities, has created a makerspace in Orange, Massachusetts to serve the North Quabbin and surrounding community by providing space and equipment for: 

Creation - by providing workshop space and equipment for local craftspeople to produce their work, collaborate with other makers, and take classes that teach members and non-members maker-based skills. 

Education - by operating a training center that serves as a satellite campus for community colleges to provide workforce development opportunities, offer job training certificates, “micro” credit courses, and access to higher education and online learning; and to serve as an extension of partnering organizations for educational events. 

Incubation - by providing physical space and other supportive resources for entrepreneurs launching businesses with a focus on the creative economy or the value-added food economy. 

In more detail, these three tiers are: 

A member-based, multi-skill, collaborative and diverse shop environment providing tools, equipment, education and support to people who want to create and learn skills but don’t have the desire, space or means to build a shop of their own; 

Instruction, both practical and theoretical, for development of a skilled workforce for both increased employment value for individuals, and as a critical part of attracting new employers to the region as well as improving the capabilities of existing employers; and, 

A business incubator supporting development of the value-added food and creative economy, specifically, for those who would like to start an arts and/or making-based business but who don’t have the capital to invest in a fully equipped shop and storage facility. 

This creative and collaborative ecosystem for innovation serves different community stakeholders: makers, artists, unemployed, small businesses, entrepreneurs, remote workers, and other independent professionals. The curated environment of creativity and self-starter energy gives rise to organic networking for entrepreneurs to share ideas and collaborate. More tangibly, the space provides access to resources such as super fast high-speed internet not readily available in this rural area but sorely needed to develop business—especially those in the high-tech industries.  "
488,Future Forge Makerspace,N,"Future Forge Makerspace is a place for Making and Learning! Makerspaces are part of what’s called the Maker’s Movement, which emphasizes hands-on discovery in an increasingly automated world. We’re all makers, tinkerers, hackers, explorers, and creators and we share this physical space to continue learning and exploring what’s important to us and our community. 

We try to keep an open mind about how things have been done in the past and how things can be done for the future. We’re volunteer-driven and a full 501(c)(3) Non-Profit! We are solely supported by donations and our memberships. We try to keep the space accessible to everyone, no matter who you are, as long as you’re willing to have an open mind and be respectful of everyone/everything else sharing the space. 

Embark on a journey into the future with our ground-breaking, amazing technology. At the forefront of innovation, we’re shaping a world where possibilities are limitless, and breakthroughs become everyday marvels. Join us as we redefine what’s possible, one technological leap at a time! 

OUR MISSION 

The goal of Future Forge Makerspace is to provide access to tools, equipment, knowledge, skills, and space to propel and empower our local community. 

We aim to make resources accessible to all generations to allow for exploration, innovation, entrepreneurship, and creative growth, while understanding how to work together in a productive way. 

DIVERSITY, EQUITY, & INCLUSION 

At The Future Forge we believe that when people feel respected and included they can be more creative, innovative, and successful. We are always recruiting, retaining, and promoting a diverse mix of individuals who are representative of the diversity in our community. Our makerspace offers great opportunities and is accessible to individuals with different needs, preferences, and disabilities. Cultivating a culture where all members can bring their best selves to the makerspace and build a more inclusive and equitable community. "
489,Hatch Workshop,N,"HATCH Workshop is a 501(c)(3) nonprofit organization that offers training and education in fine craft, design, and entrepreneurship for students and the Stockton community, while also providing affordable workspace and shop access for emerging artists and makers.  

Our mission is to awaken and empower the craftsperson in everyone through open access to equipment, resources, and training. 

Our vision is an artistically vibrant and independently wealthy Stockton, owned by its residents. 

Our values help our mission and vision come to life. 

1. A Good Creative Team Beats the Lone Genius Don’t let your ego stand in the way of progress.  

2. Art Belongs to the People Accept ownership of creative products & processes.  

3. Good Ideas Only Grow in Open Air If you’re thinking it, say it!  

4. Rising Tide Floats All Boats Small improvements make big differences over time.  

5. Local IS the Solution Keep money inside the community.  

6. Design Custom to Budget Even a small budget can make something totally unique.  

7. Measure Twice, Cut Once If you haven’t heard this yet, get used to it. "
490,Erie Makerspace,N,"MISSION 

We are an inclusive, collaborative and non-profit space where community participants convene to learn, 

create and innovate with  the goal of improving ourselves and our community through arts education. 

VISION 

The Erie Makerspace exists to facilitate the growth and improvement of our community by offering tools, technology, 

training and an open workspace to experiment with and master a wide variety of skills through a variety of arts. 

We are dedicated to sharing our collective knowledge and experience to build a community of 

Makers and provide new skills and opportunities to everyone. 

Once renovated, the Quonset hut will be an inclusive and collaborative space where community participants convene to learn, create and innovate with the goal of improving ourselves and our community through arts education. "
491,Cyma Space,N,"Mission 

CymaSpace is a non-profit performance venue & technology incubator in Portland, Oregon. 

At CymaSpace, we present live performing arts events enhanced by specialized equipment and installations which translate audio information into sight (light) and touch (vibration). 

Cymatics is the science of wave phenomena (especially sound wave phenomena) and their visual and tactile representations. 

CymaSpace facilitates research and development of new and emerging cymatic technology, hosting workshops and forums, and supporting an in-house team of tech innovators. 

Our mission is to make the performing arts more accessible and inclusive to Deaf and Hard of Hearing communities by supporting the development of projects utilizing cymatic technology and presenting these works in live performance. 

We believe that when we, as artists, engage more of the senses, our work is not only more accessible and inclusive, but also more engaging and exciting to you, our audience. 

Come to CymaSpace and see a show; you’ll experience the arts in an entirely new way. 

What is CymaSpace? 

ACCESSIBILITY & INCLUSION 

CymaSpace is a leading advocate for accessibility and inclusion within performing arts, cultural events, and media broadcasting for DHH people. We are constantly striving to find new ways to ensure our venue and events are inclusive, especially to DHH  communities. 

TECHNOLOGY & ARTS INCUBATOR 

We provide incubator services for new fledgling organizations and communities that are exploring emerging concepts in combining technology and the arts. 

EDUCATION & OUTREACH 

We provide educational opportunities for artists, the general public and other performance venues interested in incorporating our unique, cymatic concepts into their work. 

CYMATIC STUDY 

CymaSpace is an epicenter for Cymatic study and we are committed to raising awareness of and promoting the benefits of Cymatics (the science and study of sound made visible). "
492,Cannon Valley Makers,N,"BUILDING COMMUNITY  

The Cannon Valley Makers is a group of locals with different interests and experiences that provide synergy. We have come together over the past two years because we believe our community needs a public makerspace. We are an established legal entity and we have been granted not-for-profit status by the IRS. We will make decisions and act with the transparency the public expects and deserves. 

Our goal is to create a community of makers who are connected by their common interests and different experiences. Members will come together through the work and projects they pursue. They will teach and learn while sharing space and equipment. We will bring together skilled mentors and aspiring makers. We hope to foster a flow of information and ideas driven by questions and informed by creative exploration. 

We know that members will enrich their lives through their experiences and successes as makers. We believe that the Cannon Valley Makers is embedded in the tradition of making things using our hands and our minds in unison, thereby deepening our relation to the world we inhabit. 

THE MISSION OF THE CANNON VALLEY MAKERS 

Draw together a community of makers with a range of ages, interests and skill levels; 

Build and maintain an organization to serve the needs makers in our community; 

Offer classes and project-based events in public venues: parks, schools, retirement centers, community centers, or street markets and fairs; 

Find space and acquire equipment to meet the needs of makers who are limited by space or finances and allow members to pursue their individual interests and goals; 

Create an intergenerational exchange of skills, information and ideas; 

Engage adults in  teaching aspiring makers through classes, tutoring, and supervised projects; 

Offer learning opportunities to all who wish to create and remain active; 

Foster the growth of an inclusive maker community. "
493,Make717,N,"make717 is a 501(c)3 non-profit organization in the heart of Lancaster County that provides access to a vast variety of equipment. make717 is what is commonly referred to as a makerspace or a hackerspace.  

Since then, make717 has continued to expand and add new tools and opportunities to it's members. Since the grand opening in 2015, we have more than doubled our available space and continued to fill that space to the brim with new equipment. make717 has also continued to make the space more available to use by launching a program in conjunction with the Library System of Lancaster County called the STEM Pass program, offering a free way to access the space. "
494,Makersmiths,N,"We are adults enthusiasts, kids learning, playing and making, entrepreneurs looking to prototype new concepts and products, and community organizations looking to take part in the maker movement.  

Mission: to build opportunities for other people to learn, make and inspire 

(and hack, break, fail & all the other components of innovation and creation) 

Customers: 

adult enthusiasts (aka hobbyists) 

prototyping entrepreneurs 

Students (of all ages) who want to learn new skills 

community organizations 

Purpose: Promote makers and making by sharing knowledge, space, equipment and talent "
495,Build RVA,N,"Our makers combine art, science, and technology. What do you want to learn, invent, or build today?  

Build, RVA is a makerspace community providing low-cost access to tools, resources and knowledge. For existing and aspiring entrepreneurs, creators, makers, & inventors seeking tools and knowledge to advance their passions; Build provides access to a community of science-based innovators & artists, and an ecosystem of tools within which ideas become reality. 

Build, RVA is owned and operated by The Build Forward Foundation, a 501c(3) non-profit organization focused on individual entrepreneurship, hands-on STEM training and experimentation, manufacturing, innovation, and supporting the community's productive efforts with physical space, tools, and knowledge resources. "
496,Synergy Mill,N,"If you’re looking for a place you can paint, saw, weld, create, build, and make some noise and dust, this is the coworking space for you. Collaborating on ideas, lending a helping hand, and having plain old fun are benefits that you’ll discover because the people in our community are friendly, capable, and generally awesome. 

Supporting SynergyMill with an ongoing donation to our operating budget empowers us to continue providing the community with a springboard for small business startups, classes for workforce development, and capital equipment for inventors, artists, and crafters to use. SynergyMill is a 501(c3) charitable organization. "
497,Mankato Makerspace,N,"WE ARE A NON PROFIT CREATIVE STUDIO PROVIDING THE SPACE, TOOLS, KNOWLEDGE AND COMMUNITY YOU SEEK  

WHETHER YOU ARE A PROFESSIONAL ARTIST, MAKER, HOBBIST OR LOOKING FOR A FUN ARTSY NIGHT ON THE TOWN, WE HAVE WHAT YOU ARE LOOKING FOR! 

What does the makerspace do? 

Assist the needs of the creative community in the greater Mankato area 

Encourage lifelong curiosity and hands on learning to all ages 

Provide product development resources for entrepreneurs in their experimental and growth stages 

Promote self sufficiency in the modern age 

Diversity and Inclusion – All Welcome "
498,Claremont Makerspace,N,"Encouraging creativity, innovation, and entrepreneurship in the Greater Upper Valley Region. 

The Claremont MakerSpace is a community-oriented creative hub, designed to help our members put shape to their ideas. We offer affordable, membership-based access to specialty and hi-tech tools, education, room to work, and a community of like-minded creative people. Building on Claremont’s history of making, we’ve put one of Claremont’s historic mill buildings – The Sawtooth – back into service as a home base for the next generation of innovators. 

The Claremont MakerSpace Offers: 

Shared tools and workshops 

A range of affordable classes offered by local educators, artisans, and industry professionals focusing on equipment training, creative techniques, and business development. 

Monthly memberships  

Personal Studio Space for monthly members interested in having access to design and fabrication equipment and start-up space. 

Special events focused on the arts, manufacturing, innovative technologies, entrepreneurship and community-building. 

Business Advising from consultants at the NH Small Business Development Center. 

The Claremont MakerSpace is operated by TwinState MakerSpaces, Inc., a 501(c)(3) not-for-profit corporation established in 2014. TSMS was founded by technologists, artists, educators, tradesmen and lovers of New England with the goal of enriching our communities through collaboration and creativity. 

The Claremont MakerSpace is helping to anchor the economic and cultural revitalization of Claremont, New Hampshire. We are inspired by the Maker Movement that has taken hold nationwide as a vehicle for enhancing entrepreneurship, job development, community development, science and the arts. "
499,M4 Reactor,N,"M4Reactor is a Makerspace. If you're not sure what a makerspace is--it's okay, we are the first of our kind on the eastern shore! Makerspaces are collaborative learning environments, community spaces where everyone from students to adults, individuals or organizations, can come together and discover new technologies. Here people can come to collaborate with other curious and innovative people and to turn their ideas into actual products. 

Equipment Access 

Tools you could never fit in an apartment  

Community 

Collaborate with a diverse group of makers 

Class Discounts 

Pay less than the general public 

Facility Use 

5,000 square feet of flexible space 

We help makers of all ages develop their skills with practical hands-on experience, but we rely on the community for monetary support. "
503,Made New Makerspace,N,"Our mission  

At Made New Makerspace, our mission is to empower foster and underserved youth for their success in a community that promotes learning, collaboration, and creation.  

Our vision  

We want to see all foster and underserved youth achieve their full potential. Through our programming and partnering with other organizations in the community, we look forward to a time when every youth in Omaha has the resources to be the star of their own success story.  

What is a makerspace?  

A makerspace is defined as a place in which people with shared interests, especially in computing or technology, can gather to work on projects while sharing ideas, equipment, and knowledge.  

How we’re different  

Most makerspaces exist to serve their members. In contrast, Made New Makerspace exists to serve the community. Our organization is built from the ground up to give foster and underserved youth the skills and resources they need to succeed. "
504,Rochester Makerspace,N,"The Makerspace is where local innovators, DIYers, hobbyists, tinkerers, and builders come to learn, connect, and create! 

The Rochester Makerspace provides members with 24/7 access to tools, space, resources, and a community of like-minded makers. Your ideas and know-how plus our space, tools, classes, and community, give you what you need to take your idea from concept to creation. 

As a volunteer-run 501(c)(3) non-profit, it is our members who provide the financial and volunteer support that keeps our facilities running and our community vibrant.  

The Rochester Makerspace was founded in 2013 by Rob Roll. Rob was inspired by Artisan’s Asylum in Boston, Massachusetts, one of the nation’s earliest and largest Makerspaces, to build a large community workshop in Rochester. He hoped that it would serve entrepreneurs, artists, hobbyists, and inventors of all kinds under the same roof. It expanded its mission to provide project-based classes, teach computer programming to local children, and host field trips. "
505,Los Alamos Makers,N,"Los Alamos' first community makerspace. 

A 501 c 3 non-profit scientific and technical playground for all ages and abilities, an informal and inclusive vocational training center and an idea-stage incubator for technical endeavors. Get support for your technical projects from basic woodworking to 3D printing, modern manufacturing and biotechnology. 

EXPLORE...CREATE...INSPIRE 

Los Alamos Makers is a non-profit organization. 

  

  

  

We are scientists, engineers, technicians, artists, hobbyists of all kinds, who want to share our experience, knowledge and skills with our community and want to learn from and collaborate with our fellow community members! 

We believe that bringing people together strengthens communities and that creativity and an entrepreneurial spirit will power the 4th industrial revolution.. 

Los Alamos Makers encourages people to discover their gifts by tinkering and exploring, on their own terms. 

Our mission has 3 main goals: 

Education, Promote innovation and entrepreneurship, and Facilitate networking and collaborations within our community. We serve a wide variety of people, from middle school students to seasoned engineers. We offer affordable introductory classes and camps for adults. The space is available for people to teach a class or just use the space and equipment for their individual project. 

5 main reasons why we do what we do... and what you can do to help: 

1. Everyone has ideas!  

Not everyone has the space, the expertise, the equipment and the support they need to bring their ideas to life. Come test your ideas and start a new venture. 

2. Upskilling! 

Bring your skills up to date and explore new ways of doing things. 

The digital revolution (a.k.a. the 4th industrial revolution) is upon us! Technology is changing at a rapid pace, affecting the way we learn and work. 

Resting on our laurels is no longer a viable option. We all need to be more flexible, explore new fields, collaborate more, be willing to learn at all ages and be more creative. 

Creativity and an entrepreneurial spirit will power the 4th industrial revolution.  

3. The power of networking! 

Bringing people together strengthens communities. Building relationships while sharing skills and being exposed to fresh ideas or old forgotten ideas is very valuable.  Being able to tap into a network of talented individuals for your own project is also something the people we serve enjoy. 

4. Workforce development. 

Continuous learning helps reduce skill gaps. 

We have partnered with the ""New Collar Network"" to provide and certify some of our technical training. 

5. Tinker and explore, on your own terms. "
507,Tinkerhaus Community Makerspace,N,"Tinkerhaus is a place where makers of all ages and skill levels can share tools, space, ideas & knowledge.  

With a woodshop, sewing, art classrooms and digital design space, there’s something for everyone.Looking for a place to teach a class or have a sketchnight? 

Join us to begin your creative journey! 

Our Mission 

Tinkerhaus is a community makerspace that embraces family and community partnerships, facilitates creative, innovative opportunities for development where all levels of makers can work, learn, and play, and encourages self-directed, purposeful learning. 

Our Vision 

Tinkerhaus seeks to provide a safe environment where makers of all ages can engage in self-directed or scheduled activities that promotes creativity, problem solving, skill-building and critical thinking.   

Tinkerhaus seeks to support community needs through the development of authentic activities that promotes inclusive community values and the spirit of collaboration. 

Our Guiding Principles 

We believe that all people are endowed with unique abilities to make things and that those abilities should be fostered with learning opportunities.  

We believe that the future of our community and our country are dependent upon our citizens becoming more reliant on their own ingenuity, innovation and industry. 

We are committed to beginning on a path to combining our brains, our hands and our hearts in service to a more sustainable future. 

Have you ever had a great idea for something to make but you didn’t have the tools? 

You started a project but got stuck on how to finish?  

You just wished you had someone to bounce your ideas off of? 

Whether you grew up in a family who built tree houses and tailored wedding gowns, or your people feared anything more complicated than a pair of scissors, Tinkerhaus can offer you the level of support you need to become a maker.  

We are building a community for you. "
508,Yakima Maker Space,N,"Yakima Maker Space is a community of people just like you. We are artists, makers, hackers, entrepreneurs, educators and craft enthusiasts with various interests and skills.  

YMS provides the space, tools and the community for you to create, collaborate and educate. You provide the ideas and the materials, and your monthly dues cover access to the space and tools. All the skills needed to operate any of the equipment in Yakima Maker Space can be acquired by participating in one of our many classes and workshops. 

Part of the Maker Movement : All over the country and the world, people are taking back control of the things they own. They wish to rely less on disposable technology and material goods and seek to learn how to build and fix things themselves. This renewed curiosity, combined with world-changing, easy-to-use tools like 3D printing and supercharged by neighborhood makerspaces has turned many a jaded consumer into an engaged and excited Maker. 

Yakima Maker Space started in 2013 with the auspicious goal of galvanizing our City's creative potential with a shop where you could make almost anything. Since then we have hosted dozens of events from brainstorming sessions, to Maker Faires to Build-Your-Own Tool workshops. We host creative thinkers, artists, craftsmen, entrepreneurs, and nerds of all kinds. If you can imagine it, you can make it here with us in the heart of downtown Yakima."
509,The Mind Rutland's Makerspace,N,"More than just a shared workshop with all the tools you don't have space for or couldn't afford on your own, The MINT is a community of people sharing their knowledge, experience, and ideas in addition to tools, equipment, and workshop space. Our members include hobbyists, DIY enthusiasts, educators, students, entrepreneurs, non-profit, and for-profit companies. 

MAKE - INNOVATE - NETWORK - TINKER 

at Rutland's makerspace, a collaborative workshop and learning space, complete with shared tools and equipment for people and entrepreneurs who like to make things. 

A place for tinkerers, makers, and small businesses to have space, contacts, and equipment to thrive. If you possess a passion for creating and making, a MINT membership is for you. "
511,Maker Nexus,N,"A makerspace is a multi-media workshop where community members can unleash their creativity using top-notch tools and equipment to bring their visions to life!  We have everything you need to make anything you can imagine; we house an array of small and large-scale machines that might not fit within your home, and we provide comprehensive training to ensure their safe and effective usage. Our friendly and experienced team is readily available to offer guidance whenever needed.   Plus, we offer a selection of materials for purchase, ensuring you have everything required to see your project through to completion. Join us and turn your ideas into reality!   

Maker Nexus is a membership-based non-profit makerspace in Sunnyvale, California. We are dedicated to providing the tools, resources, and training anyone may need to make their creative ideas a reality. Whether you want to learn how to wire your first circuit, or turn your thousandth wooden bowl on the lathe, our staff, classes, and facilities are here to help you along the way. 

Our Mission … is to increase the capacity of individuals in our community to make things by lowering the barriers to the life changing skills, tools, and relationships that drive our modern world. We provide to people of all ages access to tools, equipment, and knowledge for prototyping, wood and metal fabrications, textiles, electronics, laser cutting, 3D printing, and much more. We believe that unleashing the innate innovation in people can make their lives better, can improve our community, and can even change the world. "
512,Kzoo Makers,N,"Kzoo Makers is a volunteer operated 501(c)(3) public charity: charitable contributions include community development, economic development, and education-supporting resources for Kalamazoo and surrounding communities. 

Our Mission: 

To offer a collaborative workspace with equipment and programs. 

Hands-on environment for creativity, exploration, and building new skills. 

A place our community can turn their ideas into creations by fostering a culture of local innovation. 

An opportunity to innovate 

Makerspaces foster innovation through hands-on experimentation. Participants have the opportunity to be creative and apply personalized learning strategies to make changes to existing concepts or develop their own ideas, methods or products. 

Hands-on learning 

You can learn concepts through books, lectures, and videos, but in a makerspace you have an opportunity to take an abstract concept and put it into practice. 

Makerspaces help businesses flourish 

We can be a major support system for experienced creators trying to turn their hobbies into businesses. Steve De La Cruz, business development and operations manager at MakePlus in Los Angeles, also runs his woodworking design store, Main & 38th, almost entirely out of the makerspace. For Steve, joining MakePlus cut the entry barrier for his business, saving him tens of thousands of dollars in startup costs like tools, insurance, and utilities. 

Developing a wide range skills 

Learning new skills go beyond studying and problem solving. These important skills include flexibility, collaboration, adaptability, oral and written communication, information literacy, technology literacy, productivity, social skills, leadership, initiative and more. "
515,Make-It Springfield,N,"Make-It Springfield provides a multicultural home that invites creativity, invention, and artistic experimentation for all. 

MAKE-IT SPRINGFIELD SUPPORTS THE CREATIVE NEEDS OF A DIVERSE SPRINGFIELD COMMUNITY. 

Its dynamic, eclectic learning environment invites people of any background or skill level to explore and create, while promoting inclusion and collaboration in all forms of culture, art and technology. 

Make-It Springfield provides space, tools, and vision, especially for low- and moderate-income individuals and families, to explore and work on creative projects. Make-It Springfield provides a multicultural home that invites creativity, invention, and artistic experimentation through dialogue, collaboration, and the sharing of skills and ideas. 

OUR GOALS 

Provide physical space for individuals, groups, and families to explore and work on creative projects. 

Encourage exchange among people with diverse abilities, ideas, perspectives, and lifestyles. 

Inspire the creative spark that promotes vision, experimentation, growth, and development. 

Provide a restorative escape for inspiration and creative contemplation. 

Promote growth and community in downtown Springfield. 

Foster the highest ideals of tolerance and inclusion. "
516,HumanMade,N,"Humanmade is much more than a makerspace! 

We are San Francisco's first Advanced Manufacturing Training center that houses the city’s most extensive open-access Design, Fabrication, and Prototyping Facility.  

Humanmade is a nonprofit open-access makerspace, with a mission to empower individuals in our community to become the next generation of inventors, designers, and makers by providing access to the best training, tools, and facilities through workforce development and youth STEAM training programs. Humanmade is on a mission to democratize access to the tools of innovation to individuals from all walks of life. Humanmade brings a new “learn-design-make-manufacture” model to San Francisco with a clear mission around both training and inclusion in the maker movement. 

The Next Generation Manufacturing Program is San Francisco's first advanced manufacturing workforce development training program that is aimed at training low-income Bay Area residents for the future of work.  

Our 12-week training program is designed to upskill individuals, with no prior experience, with the necessary skills and knowledge to gain entry-level careers in the Bay Area’s growing manufacturing industry.   

With the help of advisors and manufacturing partners, we provide individuals with industry-standard skills and knowledge for entry-level jobs. Humanmade works with local manufacturing partners to create custom training materials to address and fill their current hiring needs. Our programs are specialized to quickly train individuals to safely and effectively enter the design and manufacturing sector and equip them with the fundamental skills needed to have total ownership of a process.  

Additionally, Humanmade can also create custom programs to train your company’s current employees to operate and maintain new and existing equipment "
